text,label,split
36%,answer,train
34%,answer,train
35%,answer,train
36%,answer,train
100's,answer,train
2.471,answer,train
"1,020",answer,train
30,answer,train
$,other,train
20,answer,train
30,answer,train
3.00,answer,train
PACKS,question,train
CARTONS,question,train
DORAL,question,train
BASIC,question,train
G.P.C,question,train
12/8/97,other,train
81749056,other,train
12/08/97 09: 01 FAX 1 732 583 8977,other,train
LORILLARD TOE CO NYO - SALES,other,train
002/ 003,other,train
S. P. ZOLOT,answer,train
S. P. McBride,answer,train
AREA REGION:,question,train
DEC 8,question,train
JAN 19,question,train
SUBMISSION DATE,header,train
FEB 23,question,train
MAVERICK SPECIALS NON- MENTHOL- EXPANSION PROGRESS REPORT,answer,train
1/ 20,answer,train
DIRECT ACCOUNTS PROJECTED TO ACCEPT WHICH REFUSED ONE OR MORE PACKING,other,train
NAME OF ACCOUNT,question,train
# OF STORES SUPPLIED,question,train
BOX 80's,question,train
LT. BOX 80's,question,train
100's,question,train
LT. 100's,question,train
K. S.,question,train
LT. K. S.,question,train
TOTAL # OF INDEPENDENT SPECIAL EMPHASIS OUTLETS:,question,train
TOTAL # OF INDEPENDENT NEWPORT #1 CLUB OUTLETS:,question,train
TOTAL # OF SP EMPHASIS OUTLEIS WITH DISTRIBUTION,question,train
TOTAL # OF NUMBER ONE CLUB OUTLETS WITH DISTRIBUTION,question,train
BOX 80's,answer,train
LT. BOX 80's,answer,train
LT. 100's,answer,train
K. S.,answer,train
LT. K. S.,answer,train
COMPETITIVE PROMOTIONAL ACTIVITY,header,train
PREDOMINANT BUYDOWN VALUE OF TARGETED BRANDS (DORAL G. P. C/ BASIC),question,train
(Where Applicable),other,train
Mav- nm- 1. xls,other,train
Page 1 of 2,other,train
$ 2.00,answer,train
$ 3.00,answer,train
TO:,question,train
FROM:,question,train
#CASES,header,train
ITEMS,header,train
7/11/97,answer,train
1,answer,train
,answer,train
,answer,train
,answer,train
29-980-7,answer,train
400,answer,train
400,answer,train
400,answer,train
400,answer,train
7/11/97,answer,train
198-820-0003,answer,train
REQFORM,other,train
82254638,other,train
01/17/97,other,train
Attendence,other,train
140,other,train
250,other,train
,other,train
,other,train
,other,train
,other,train
,other,train
(314)739-8090,other,train
,other,train
DIV. NAME/ NO:,question,train
SAM ZOLOT,answer,train
W. R. KNIGHT - MCA,answer,train
"ST. LOUIS, MO",answer,train
DATE TO CORP:,question,train
1997 SPECIAL EVENT REQUEST FORM,header,train
NAME OF EVENT:,question,train
*DATE OF EVENT:,question,train
Lorillard Metro Golf Outing 1997,answer,train
"September 10, 1997 Marcus Hellenic Spirit Charities Golf Classic September 18, 1997",answer,train
SAMPLES/ ITEMS REQUIRED:,question,train
SAMPLE 10'S (400 PACKS PER CASE),answer,train
NEWPORTKS K.S.,question,train
NEWPORT 100'S,question,train
NEWPORT LTS. KS.,question,train
NEWPORT LTS. 100,question,train
KENT II K.S.,question,train
KENT III 100,question,train
TRUE K.S.,question,train
KENT K.S.,question,train
KENT 100,question,train
KENT GL LTS K.S.,question,train
KENT GL 100,question,train
1,answer,train
1,answer,train
BASEBALL CAP,question,train
QUANTITY REQUIRED,question,train
WATER BOTTLES,question,train
Any Other Items Available,question,train
SHIP TO:,header,train
CUSTOMER SHIPPING NUMBER,question,train
NYO ONLY:,header,train
DATE FORWARDED TO PROMOTION SERVICES:,question,train
,other,train
*PLEASE ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST.,other,train
CONFIRMATION TO SPZ 9/2/97,other,train
FROM:,question,train
TO:,question,train
cc:,question,train
TRUE,answer,train
N/A,answer,train
N/A,answer,train
N/A,answer,train
$2.00,answer,train
Carton,answer,train
,answer,train
ANALYTICAL,question,train
REQUIREMENTS:,question,train
87533049,other,train
530430,answer,train
1112,answer,train
COUPON CODE REGISTRATION FORM,header,train
J. La Valle,answer,train
S. A. Rapisarldi,answer,train
R. G. Ryan ,answer,train
Brand (s) Applicable,question,train
Media Type,question,train
Media Name,question,train
*Issue Frequency / Year,question,train
* Space / Color,question,train
Coupon Issue Date,question,train
Coupon Expiration Date,question,train
Circulation (#),question,train
Geographical Area (s),question,train
Coupon Value,question,train
Pack and / or Carton?,question,train
* Advertising Creative Title,question,train
Signature of Initiator,question,train
Date Initiated,question,train
"May 3, 1990",answer,train
ON - Carton Instant Redeemable,answer,train
10 / 90,answer,train
6 / 30 / 91,answer,train
"1. 213, 400",answer,train
National,answer,train
True Filter King Carton,answer,train
Break - out separately byl packing as indicated,answer,train
FOR CONTROL USE ONLY :,header,train
Code Assigned,question,train
Job Number,question,train
,other,train
COMPOUND,question,train
SOURCE,question,train
Mapleine,answer,train
Crescent,answer,train
TESTED:,question,train
REPORTED,question,train
B75,answer,train
MALE,question,train
FEMALE,question,train
SOURCE,question,train
X,answer,train
T,question,train
P.,question,train
☑,answer,train
OTHER,question,train
☑,answer,train
1,answer,train
2,answer,train
3,answer,train
4,answer,train
5,answer,train
100,answer,train
100,answer,train
100,answer,train
100,answer,train
100,answer,train
5000,answer,train
6000,answer,train
7200,answer,train
8640,answer,train
10368,answer,train
CONCLUSION:,question,train
87672097,other,train
3/5/81,answer,train
ACUTE TOXICITY IN MICE,header,train
LORILLARD NO,question,train
LOT NO,question,train
DATE RECEIVED,question,train
12 /4 /80,answer,train
3 /12 /81 -3 /24 /81,answer,train
3 /30 /81,answer,train
BC19 -15,answer,train
NOTEBOOK PAGE:,question,train
H. S. Tong & A. A. Poole,answer,train
INVESTIGATOR (S),question,train
SIGNATURE (S),question,train
,answer,train
STRAIN OF MICE,question,train
Swiss- Webster,answer,train
DATE RECEIVED,question,train
AVERAGE WEIGHT RANGE (GM),question,train
16- 30,answer,train
Camm Research,answer,train
ROUTE OF COMPOUND ADMINISTRATION,header,train
☐ P. O.,question,train
☐ I. V.,question,train
☐ INHALATION,question,train
COMPOUND VEHICLE,header,train
☐ % METHYL CELLULOSE,question,train
☐ CORN OIL,question,train
☐ SALINE,question,train
pure solution,answer,train
GROUP NO.,question,train
% SOLUTION,question,train
DOSAGE (mg/kg) BODY WEIGHT,question,train
RESULTS (NO DEAD/NO TESTED,question,train
0 /6,answer,train
0 /6,answer,train
0 /6,answer,train
0 /6,answer,train
0 /6,answer,train
REFERENCE FOR CALCULATION,question,train
"Weil, Carrol S., Biometrics, Vol. 8, No. 3., Sept. 1952,",answer,train
p. 249.,answer,train
"LD0 = 10, 368 mg /kg",answer,train
LD50 95% CONFIDENCE ,question,train
Higher doses were impractical. The recommended safe dose for,answer,train
"trial inhalation in man is 80. 6, 40. 3, or 26. 8 mg per cigarette . when smoked 1, 2 or 3 cigarettes per hour, respectively.",answer,train
Copies to the following:,question,train
H. J. Minnemeyer L. B. Gray,answer,train
LORILLARD RESEARCH CENTER,other,train
FORM ,other,train
Name:,question,train
Institution:,question,train
Address:,question,train
Street,question,train
City,question,train
State,question,train
First,question,train
Middle,question,train
Last,question,train
Country,question,train
Telephone:,question,train
TOTAL,question,train
10),question,train
87682908,other,train
46th Tobacco Chemists' Research Conference,header,train
TH 46 TCRC REGISTRATION FORM,header,train
Please type or print,other,train
P. O. Box #,question,train
ZIP Code,question,train
Area Code:,question,train
Name of spouse participating in the guest programs,question,train
Monday (Y/ N),question,train
Tuesday (Y/ N),question,train
$ 170.00,answer,train
$ $185.00,answer,train
"Send this registration form, along with payment to address noted below in attached envelope. Enclose a cheque or international money order payable in Canadian funds to the 46th Tobacco Chemists Research Conference.",other,train
"Ms. Susan Mathison Canadian Tobacco Manufacturers Council 701- 99 Bank Street Ottawa, Ontario, Canada K1P 6B9 (613) 238- 2799",answer,train
Mail to:,question,train
Advance Registration Fee: (prior to August 10),question,train
Late Registration Fee: (after August,question,train
Extra banquet tickets @ $ 40.00,question,train
Address,question,train
City,question,train
State,question,train
Zip,question,train
BRAND,question,train
1982,other,train
88057519,other,train
New SATIN 100's,header,train
Direct Account,question,train
Please Ship To,question,train
Delivery Date,question,train
No. OF CARTONS,question,train
Satin Filter 100's,answer,train
Satin Menthol 100's,answer,train
Signature of Hetail Purchaser,question,train
Order Taken By Sales Representative,other,train
DIRECT ACCOUNT,other,train
Sizes:,question,train
Binding,question,train
88547278,other,train
Date:,question,train
Qty:,question,train
TEL:,question,train
FAX:,question,train
19,other,train
Quotation Request,header,train
APPLIED GRAPHICS,header,train
"Lorillard One Park Avenue New York, NY 10016 Attn: Neil Toumey",answer,train
Quotation To:,question,train
"July 7, 1993",answer,train
Estimate No:,question,train
4854- 5,answer,train
Account Executive:,question,train
Peter Faucetta Jr.,answer,train
Quantities and Description:,question,train
H/D 8 Pk. Wide Header 4 C/P + 2 Hits Day- Glo + Spot Varnish,answer,train
"89,725",answer,train
19.750 X 11,answer,train
Paper and Materials:,question,train
24 pt. Carolina C/1/S,answer,train
Preparation and Composition:,question,train
Final Film Supplied Combined Blue,answer,train
Process and Colors:,question,train
6/1 1/1,answer,train
Leave in Full Sheets,answer,train
Packing and Distribution:,question,train
"Bulk in cartons, FOB Oceanside Please allow 14 working days for delivery",answer,train
Delivery Date:,question,train
Prices and Schedule:,question,train
"$16, 158",answer,train
Other Specifications:,question,train
Authorized Signature:,question,train
Accepted by:,question,train
we wted with line Whortly how Motion ,other,train
(212) 627 4111,answer,train
(212) 627- 8602,answer,train
"Applied Graphics Technologies 50 West 23rd Street, N.Y.C. 10010",answer,train
DATE,question,train
16/3/82,answer,train
,answer,train
APPROVALS,question,train
Accept,answer,train
Accept,answer,train
Accept,answer,train
,answer,train
,answer,train
,answer,train
,answer,train
,answer,train
89368010,other,train
RA/QA FORM 9,other,train
FINAL REPORT AMENDMENT,header,train
Study Name,question,train
Study Number,question,train
Initiation Date,question,train
Date of Final Report (Review Completed Date),question,train
Part of Final Report to be Amended (Exact location),question,train
The attached is an addition to the I- 1725.001 Final Report,answer,train
27 April 1982,answer,train
25 March 1982,answer,train
I- 1725.001,answer,train
Acute Toxicity of Reference Cigarette Smoke lafter Inhalation in Mice.,answer,train
Reason for the Amendment,question,train
Survival after repeated doses over a 14 day period,answer,train
may not be accurately predicted from survival after a single day's exposure.,answer,train
Amendment (Attach additional sheets as necessary),question,train
The report of the results of,answer,train
A 14 Day Repeated Dose Assay for Reference Cigarette Smoke in Mice (I- 1725.001- M1 is attached.,answer,train
STUDY DIRECTOR,question,train
03 June 1982,answer,train
3 June 1982,answer,train
3 June 1982,answer,train
ACCEPT/ REJECT (as per 58.185 (c)),question,train
QUALITY ASSURANCE ASSOC.,question,train
DIRECTOR OF RESEARCH,question,train
DIRECTOR OF RA/QA,question,train
REGULATORY AFFAIRS,question,train
Received by REGULATORY AFFATRS,question,train
EPL,header,train
Multiple,answer,train
1419A,answer,train
Species,question,train
Mice,answer,train
89386032,other,train
"EXPERIMENTAL PATHOLOGY LABORATORIES, INC.",header,train
QUALITY ASSURANCE REPORT CERTIFICATION,header,train
Client Name,question,train
Study Director,question,train
Study Title,question,train
Test Article,question,train
"Borriston Laboratories, Inc.",answer,train
Client Study No.,question,train
Dr. William O. Iverson Pathologist Dr. Charley E. Gilmore,answer,train
Bioassay of Cigarette Smoke Condensates for potential Tumorigenic Activity on Mouse Skin (Revised Pathology Report),answer,train
"A11 parts of the pathology phase of this study, including the final report, were reviewed by Experimental Pathology Laboratories Quality Assurance Unit on March 2- June 8, 1983 . All Findings were reported to the Study Director and Management.",other,train
6/8/83,other,train
TO,question,train
FROM:,question,train
SUBJECT:,question,train
DISTRIBUTION,question,train
☑,answer,train
89817999,other,train
R. H. ORCUTT,answer,train
J. J. BUXTON,answer,train
SUBMISSION DATE:,header,train
FEB 17,question,train
MAR 16,question,train
MAY 11,question,train
JULY 6,question,train
STYLE LIGHTS PROGRESS REPORT,answer,train
EFFECTIVENESS OF PRE- SELL (REPORT ON FEB. 17 ONLY).,answer,train
% OF DISTRIBUTION ACHIEVED IN RETAIL OUTLETS:,question,train
62% CLASSIFIED CALLS,answer,train
10% ANNUAL CALLS,answer,train
